product_id,review_score,review_score,review_score
,max,min,mean
0082684bb4a60a862baaf7a60a5845ed,4.0,4.0,4.0
00ab8a8b9fe219511dc3f178c6d79698,5.0,2.0,3.375
00d62b338366db4c4aec8547ea8f928e,5.0,5.0,5.0
0103863bf3441460142ec23c74388e4c,1.0,1.0,1.0
0105b5323d24fc655f73052694dbbb3a,5.0,1.0,3.0
014fcf6bd5cd4c7ee29fb3bb618c445e,2.0,2.0,2.0
017457b0013d01d5a5a4a020ed1f14b9,1.0,1.0,1.0
0292b46c30348496b1be04eeb440bdb5,1.0,1.0,1.0
033fe931444d66d788d53aca5b7b22d5,5.0,5.0,5.0
036a6272d538ae862d248339c4c9adeb,5.0,4.0,4.5
03706dca83513062fe74967a71b5fc78,5.0,5.0,5.0
04f8b8f9921310178d65bcba23fbe639,5.0,5.0,5.0
0502d1a36be75bd36b452f31c6ed264a,5.0,1.0,4.153846153846154
0533c5ec3a042521493cfb6e12d6befd,5.0,5.0,5.0
0538b3ea14af3cc3ee6bdaf940367cee,3.0,3.0,3.0
05cf9ac595f28386ee763c98cbc2bad0,1.0,1.0,1.0
05f581382fca988fec41f4a3de0e0fda,4.0,1.0,2.0
05feccd482d35726d6f80e60df25db86,4.0,1.0,3.0
06ddfdf210c7e0259854ee543215088d,5.0,5.0,5.0
0836db91ee8fd88d685b5a57bed9ede0,1.0,1.0,1.0
086f97beca2bb06567d542af191fa7a9,1.0,1.0,1.0
08a59a7c557b1b8d49e5029a337d83fd,5.0,5.0,5.0
090820212dfd8022d676e480bed6a61d,5.0,5.0,5.0
09337f4d317bae01dfa96e6d368eafc4,5.0,5.0,5.0
09d934535911e9af88dda1e31735379d,5.0,5.0,5.0
09ff539a621711667c43eba6a3bd8466,5.0,5.0,5.0
0a7a5763f6ee3b862ca27208f8fbbdb7,5.0,5.0,5.0
0ab3b52bba153ddfc7857b11c900fdea,5.0,5.0,5.0
0ae10ca52e6cb8745e17c11e7c43907c,5.0,5.0,5.0
0b1187e2f914d9317a5632dbb7c66b82,2.0,2.0,2.0
0b2f52bff0f8a4536a315bbdc34d8398,4.0,4.0,4.0
0b3f73dba78abf4576c187092dc5dc81,4.0,4.0,4.0
0b7fb806fe0194cc7eb473329c680e34,5.0,4.0,4.8
0ba14c257ad706bacadec65dfdb3b740,5.0,5.0,5.0
0baaa6da9c9440c4655efd0762a0edcf,5.0,5.0,5.0
0bb7d5c406dd6affef3cd4f5d6744844,1.0,1.0,1.0
0c40401eba358c9ef2ff2df80b6eab52,1.0,1.0,1.0
0c877471e35049402bca235e06cb8063,5.0,2.0,4.0
0ceb0bfefd73a9c9dc6f918182841cc1,5.0,3.0,3.4
0cf1296fa38622de944eb05701b4ff34,5.0,4.0,4.5
0e030462875259ec0cb868f7ecf1fd5e,2.0,2.0,2.0
0ed27993e016d4546e2038bfd75b812c,5.0,3.0,4.0
0f4dbfe93fbadcce71e1edce3a3e30f0,2.0,2.0,2.0
0fa699aaa0a38aa5d1de8e7fe04d2204,4.0,4.0,4.0
0fe09f32709c79ba4bf19d43c4e49515,5.0,4.0,4.5
10230be3f50a9367f8220d6c126f0dc6,1.0,1.0,1.0
10dbe0fbaa2c505123c17fdc34a63c56,2.0,2.0,2.0
11ea2b91f0f26a2d693ba6763a2eb4b0,5.0,5.0,5.0
11f683ded5ddeecdad0b81b3124c3395,5.0,5.0,5.0
1220978a08a6b29a202bc015b18250e9,5.0,5.0,5.0
124f74f703e88efe001a10bfa718b6ff,5.0,3.0,4.0
12ad6d9a5da40908f6741145e1a93443,3.0,3.0,3.0
13c68a908e3ec61b48544be41a74e8cd,5.0,5.0,5.0
14086fd4907ab4135efce70c2cd3c013,1.0,1.0,1.0
1574ed2c73e4465c572f68dd77528203,5.0,4.0,4.833333333333333
15f773b4fea5b2ab681b02620b0c3a95,2.0,2.0,2.0
1631507f13bd83d2f01e4fea424c852b,5.0,1.0,3.6666666666666665
17823ffd2de8234f0e885a71109613a4,5.0,3.0,4.5
17b9f231d057710012fe28e5a1ac5186,5.0,5.0,5.0
17e7128a33dae59e32be411b7b4921b5,5.0,1.0,3.2
18aae9918a7e1d46e0c94c63a756c97c,5.0,5.0,5.0
18da4a6d2c9b127b43ac8616ab151aa8,5.0,5.0,5.0
190179a3742b4110aaa5373a873885bb,5.0,5.0,5.0
1913e11c70ce94032c05b17bbded599a,5.0,5.0,5.0
194163a8a65a48a8c95623c399a9d4a7,5.0,1.0,4.0
1954739d84629e7323a4295812a3e0ec,4.0,4.0,4.0
19ac4a7de40be5bd72347162024983f2,5.0,5.0,5.0
19bdfd05824c29bf495c9f5408c26635,5.0,5.0,5.0
19f3b74026e6ec6c83fc25e21baf454e,5.0,5.0,5.0
1a1dba78177cbabf00a2e1eab46e62b6,4.0,1.0,2.5
1a2ece70966710dec441aa587993b5b4,2.0,2.0,2.0
1b0e39ec889889ea1d492603d8512bfb,5.0,1.0,4.0
1b1654fea0a8269f9ba9a1e1258edb61,5.0,5.0,5.0
1b7384e0f9f5e4cb914cd3f5535a4cab,5.0,1.0,4.6
1b930f20f389f3e3d057b9e3e85ca83d,1.0,1.0,1.0
1bd0e965122ea1485d8f7f0c6792ebe0,5.0,5.0,5.0
1c6a5fd4bf0e4196dc0a20386c496bd3,1.0,1.0,1.0
1d94d1e0c7fb2dcf2811e093d2ca303b,4.0,4.0,4.0
1dcd65bb5dd967d7b4c6b0223cefb838,4.0,4.0,4.0
1e9e02777a02de03c17eb432be7daf71,4.0,4.0,4.0
1f5542855786adc0116f56cfd6f9f830,5.0,2.0,3.6666666666666665
1fccfee027ea87e93eaa5b05120e9c63,5.0,5.0,5.0
1fde73e6b6d28627ff16e222b0044b10,5.0,1.0,3.0
212b9c1a73834eeae7694906e168edc6,5.0,5.0,5.0
212cc0fa7359ab242a697a03a574f719,5.0,5.0,5.0
21dd96fd31df21001d8e5b7a3fac9335,5.0,5.0,5.0
21e4321fa558327afe025bfb800a8bff,3.0,3.0,3.0
2221e4ebc496addaa386a27a6a19e9b2,5.0,5.0,5.0
22e8a1571e0f8e1aeac77c01ae28539c,5.0,5.0,5.0
22f8b1ebff0ccf1828c7179dbf84d983,1.0,1.0,1.0
23df926bdc8477e1ec36c182136411a3,3.0,3.0,3.0
240ab905c5d99c074894c0fb5a27979f,5.0,1.0,3.6666666666666665
242a6abd32d7630b48ef5c0a1bf527eb,5.0,5.0,5.0
24776376f3b02d27ac141a1bdc46d628,5.0,4.0,4.5
24aba57735be13fd785bc04d1a8812e4,4.0,4.0,4.0
24b1fcad996ffb1ead90e324f264b783,5.0,5.0,5.0
26587700f0a79fcaa3cd891f837e284e,5.0,5.0,5.0
26a4f62a409a78816adb31e0d729a163,5.0,4.0,4.333333333333333
270e70a55f9a0917f86b37cb32afcddd,4.0,4.0,4.0
27822f63a7f1bbbf439dfbdbec05b129,5.0,3.0,4.0
27f0ec8644d62c85b25674aaa6d1124c,5.0,4.0,4.333333333333333
28209b7aed95f7c0c9b9806f974a104e,4.0,4.0,4.0
28452e5e58eb9105476492224d573c43,5.0,5.0,5.0
2873da054c3a30189c5aac7b87d3b6e9,5.0,4.0,4.875
28b04f8634b7c9c6e3a41fbd0271e295,3.0,3.0,3.0
28fff36d13d492328583ee2b1d72f78f,4.0,4.0,4.0
29fffacd0907d0944b7af35086efdb43,5.0,1.0,3.0
2aa23c51528b71a1c9f2ce72f4fc9ad8,2.0,2.0,2.0
2aba8009f50472b2eda33e9e2bb3ef6f,5.0,5.0,5.0
2b29170916b7bbc58fd9078f0f4e7234,5.0,5.0,5.0
2b7f2a7cf1025b94bc5dc6c28746beaf,4.0,3.0,3.5
2bc14ec16ec416f08e39fed48eda7f2d,5.0,5.0,5.0
2beea058d80efa4403a56673a219352d,4.0,1.0,2.5
2beff60bb4c8a8f05065bce8148ed01e,2.0,2.0,2.0
2c24793fa7743021c907ec930fce14b9,1.0,1.0,1.0
2c484c3b1f80b8c735fcccb9b1f0f0e6,5.0,5.0,5.0
2cd7d0ade9eb52c856a16dce303397ad,4.0,4.0,4.0
2ce375bc4110d978ae33e7d48d63f599,5.0,5.0,5.0
2d188e4d3435b1bf29dfd385b324de2c,5.0,5.0,5.0
2d7bc40a076687ee0ad5b507ecafd4f3,5.0,5.0,5.0
2ddbeb76f134690c05636162f2558594,5.0,5.0,5.0
2f282449dadb2e59ff2afcde0bd9f393,5.0,5.0,5.0
2fc46e8ba9bbe4d062776e585b8c0057,5.0,5.0,5.0
3125175fa8b71940f198f68b56f992b2,4.0,4.0,4.0
3128a1273a207ae946c4dd1e23c86fed,5.0,5.0,5.0
31dbb0d1815bdc83c93f4b3472fa7c4d,5.0,1.0,3.6666666666666665
32a008f1373eb8e9293b3a4acd8ba8f6,5.0,5.0,5.0
32a99bb84ae79a55c0e446afc9310e1e,3.0,3.0,3.0
33404a09d81156efd8d2299cf5568f1f,4.0,4.0,4.0
3373d1ed7bf5f3187f110c0e9e40a02b,5.0,4.0,4.875
338f1838eb9cd29b59c9c2f4ee158f15,5.0,4.0,4.5
34a4076cd057a823247a5a44e84872d8,5.0,5.0,5.0
34e01766eefd8ee844083f3d1f21653c,5.0,5.0,5.0
373449943bcfafb2d3ff7423408a1c9d,5.0,5.0,5.0
37e4c14527273be66b84b8836bba463b,5.0,1.0,3.0
3846c262ddb08db0ea2cc1a1685590ff,5.0,3.0,4.0
3895c3901baeb3589ea9acd2ded5e2a4,5.0,5.0,5.0
39c74b86a884310862f7b325d99c278c,4.0,4.0,4.0
39e3b9b12cd0bf8ee681bbc1c130feb5,5.0,5.0,5.0
39fda099b9edc21f85a80d14021579b5,2.0,2.0,2.0
3a78f64aac654298e4b9aff32fc21818,4.0,4.0,4.0
3aa87ff048f23ae9ac589dd73c21d98c,5.0,5.0,5.0
3abf2d4698bf245577543ea01d9c7f16,5.0,5.0,5.0
3b60d513e90300a4e9833e5cda1f1d61,5.0,1.0,4.0
3bc5164bc7f4be77002d6651da65c98c,4.0,4.0,4.0
3c59055b72a9160589590ca99611487e,5.0,1.0,3.0
3cc10293fcaadd63730fc96e8d136710,4.0,4.0,4.0
3d103df80d5d22d709244fe27bc29a8d,1.0,1.0,1.0
3d2d7eac865e47ff3939ea01aa56fb96,5.0,5.0,5.0
3d4784f9a07ca5de370c86800589c860,5.0,4.0,4.6
3e591cbf1cec40074c24a2ce372a5b62,5.0,4.0,4.5
3e6092cf0f56b9c78bcbd539157b9f70,5.0,5.0,5.0
3eac3be4413c51ec917d2108ab24e69c,5.0,5.0,5.0
3f602d35212cda35342fc92d0ebc32e1,5.0,5.0,5.0
3f6f946481fd39f4eda986012f6e0447,1.0,1.0,1.0
3fa864b2eb9bb60d23bfe315213bb5d9,1.0,1.0,1.0
3fc7f2008dc11b252c0f0e51a7bea4d6,3.0,3.0,3.0
40a1e3c65a0bcf6f4ebba840a8156ba2,1.0,1.0,1.0
41bf6a8c9424d4ec060e39e21883db3f,5.0,5.0,5.0
41eee23c25f7a574dfaf8d5c151dbb12,4.0,4.0,4.0
41f1e5a38185a9ae6090a552b712ba43,3.0,3.0,3.0
4257f45f6ea58aa46885ed7ef723b6c0,5.0,3.0,4.5
431df35e52c10451171d8037482eeb43,5.0,5.0,5.0
43afa94fdd01b7f2a67f3776a8df0d71,5.0,5.0,5.0
4432acdc80e1b1f73f9f355f12ecd60f,1.0,1.0,1.0
44483ca1c9223756ee0ee71c0676d3a3,1.0,1.0,1.0
447540e8fcd91fc4f9b1587aed39882c,4.0,4.0,4.0
44ae8d3edf5612ff7a39d629d5bbb8ae,5.0,1.0,4.0
44d53f1240d6332232e4393c06500475,5.0,4.0,4.5
44dcb08478450d530b70de0c5c7c5f4a,5.0,1.0,3.6666666666666665
44e8945e17aef03daaecbc4bbab7f730,4.0,4.0,4.0
455819d0d2ccab9c6041aa8de3ae6b16,4.0,4.0,4.0
45a15b38cc3c0514717a1de673c6193c,5.0,4.0,4.5
45d0bf74166b507caa830564130b5ba0,4.0,4.0,4.0
46255a421f244cd985f138a63d77d09c,5.0,5.0,5.0
467ee8619a328138b578ace663efbced,1.0,1.0,1.0
46b48281eb6d663ced748f324108c733,5.0,4.0,4.6
46d418ab71bf88eeaa978665d4b0f693,5.0,5.0,5.0
4754922e24570093f580454e5920cd34,5.0,5.0,5.0
47ac3d02c68a76bc97b3b305f6e1192f,1.0,1.0,1.0
48212f0e644cd07610881a3b6e497ac4,5.0,5.0,5.0
48270bcc7097939dcf14a537d7128054,5.0,5.0,5.0
4914f8796af2ecd359fd8f44b9b92339,5.0,1.0,3.857142857142857
4941b2c06706332ebfd9072d7b1fb23c,5.0,5.0,5.0
4a411619ffbd1bb6180c44ca6e16639d,2.0,2.0,2.0
4b2c89ca021d0de0c060387a34588316,5.0,5.0,5.0
4b63219873a41d0f93899f71f7a80a60,1.0,1.0,1.0
4ba237d0c64f22e4d22ec19af9cfd1f4,1.0,1.0,1.0
4c50dcc50f1512f46096d6ef0142c4a9,5.0,5.0,5.0
4cda9d93b0a846dfdca597f1b1d19c08,5.0,1.0,4.2
4d2481b021cc6916e6c45615ee2d7638,5.0,5.0,5.0
4dfb5b21cf54e026b36472ea52d67e6d,4.0,4.0,4.0
4e0d588f8e002f2bad9cbe0b8f66f6f6,5.0,1.0,4.133333333333334
4f0aa1e91719362daf498003e6ad4177,4.0,4.0,4.0
5066fb9bf2b3db42c59f2f7732387249,5.0,5.0,5.0
5096c7c3620e53dda164502e228d4779,5.0,4.0,4.5
50f39d42ee3c1155a39f330b0b53c735,5.0,5.0,5.0
51189083f547bae6df07c55c7b997001,5.0,5.0,5.0
516f4c728fa63b7394b4a4d99a010ff6,5.0,5.0,5.0
518ab602253d96d56c7e45d473572f58,1.0,1.0,1.0
519693b7e29749ed7b6ad60cb07b9400,5.0,5.0,5.0
51ce723ffd19d9d8d7893b8e835bf3cf,4.0,1.0,2.5
51f906f965ca71722df2059f9a7c1b62,4.0,4.0,4.0
51fe26bc4bb0f89f07096d8c96b35476,5.0,5.0,5.0
52a5346c9dae9cd560b103875b94d123,5.0,1.0,4.0
5368f8caaa939da050e8dfd7d08fde62,5.0,5.0,5.0
541bc0bf3c3255ee2d44f3863336095e,5.0,5.0,5.0
5455dbe20e64b08413e0f2c451e31ab9,5.0,5.0,5.0
555a2c02091cd2566c9d1852877018f9,4.0,4.0,4.0
5605e265607c01c1242a18219d7e396e,5.0,2.0,3.6666666666666665
56139431d72cd51f19eb9f7dae4d1617,5.0,5.0,5.0
57398ec023989dbb7618acae002f3370,4.0,4.0,4.0
583916a5dae918f5e89baec139141c54,5.0,4.0,4.75
584d2812194b6a09a05bb9106009b473,4.0,4.0,4.0
59456cc9f0eb749249f39d1f8f633ad3,5.0,5.0,5.0
5a2a2db3896d33beec6828b898812ad5,5.0,5.0,5.0
5a5d7d4e7f23de210890506c818d2b8a,5.0,5.0,5.0
5a670fea12f6946f0dcb3fbb9728645d,5.0,5.0,5.0
5a848e4ab52fd5445cdc07aab1c40e48,5.0,1.0,4.1179487179487175
5b736e2bc208fe225a4f3da85e5dc63d,5.0,5.0,5.0
5c9ef6c35fdbad9275157b1929c37fb0,1.0,1.0,1.0
5cebe3c91f03e5d52a1951b3ce8354cd,4.0,4.0,4.0
5d3e31adf8ff92075c3848f021abaf06,5.0,5.0,5.0
5d923ead886c44b86845f69e50520c3e,2.0,2.0,2.0
5da377170d1d7db042b094d4129b088c,4.0,4.0,4.0
5eb564652db742ff8f28759cd8d2652a,5.0,1.0,4.294117647058823
5f4bceafafc1903556735cb7f2842e78,5.0,5.0,5.0
5f5ee6e720308ce93007ce17c0835883,5.0,4.0,4.5
5f6ebc88683dcfc794febc8d8a8aeb0c,1.0,1.0,1.0
5fb61f482620cb672f5e586bb132eae9,5.0,5.0,5.0
60d1e2123927bc621354b0ab11cc8fd5,5.0,5.0,5.0
61a15da36ca0448be0565f8ee41dd37e,5.0,5.0,5.0
61e9a389f1bef5181fc96e33f0dc16a6,4.0,4.0,4.0
626fcce994b573d0bd54d6447d5badd3,4.0,4.0,4.0
629beb8e7317703dcc5f35b5463fd20e,5.0,4.0,4.5
62ea5d617ff74ab3e446aa418e7f67ed,5.0,5.0,5.0
62fde58e97724f8b7519f3789eefa33f,4.0,1.0,2.5
631cc372948b89f0211271f2546d9f44,5.0,4.0,4.666666666666667
645fd9f79f14fad6e8a79fbc94dae528,2.0,2.0,2.0
649384ee46077c17e3d12514211bfb59,5.0,5.0,5.0
65ab2b4e40425acec6125e3d48919b2e,1.0,1.0,1.0
661e3bba6bdb874638367462b49ae590,5.0,2.0,4.0
6627f494b45486e462e2bb460fcb18e5,4.0,4.0,4.0
66a5ffd1047bfd6230ac214e03257bae,5.0,5.0,5.0
66e460f0a3bf13493f3eeda3d75c61b4,5.0,5.0,5.0
671446e8e3aa3df1eca47b6c354a2921,5.0,5.0,5.0
6727051471a0fc4a0e7737b57bff2549,5.0,4.0,4.666666666666667
67c4868694e75a87d7d0417c14fc26a3,4.0,4.0,4.0
67f36b3689147d882d2b298fd0715d80,5.0,5.0,5.0
6868e3f08c6acd37b48c785aedddfdb7,1.0,1.0,1.0
68fb1d8f0c51d866116189cb07e652ea,4.0,4.0,4.0
690951ea8e8b7ac46921683da1b4707d,3.0,3.0,3.0
693794dd88f66112dd42d743d2e1edb5,5.0,3.0,4.0
6962734c72522e70e852a2a77d21a730,1.0,1.0,1.0
6972a2007571907bdd466492ffa86638,5.0,5.0,5.0
69c2f05e34d543dc71cfe745bfac8499,5.0,5.0,5.0
6ab9d49c399f239bc88ea28c7568213f,5.0,1.0,4.4
6ad6cc284cdcc1cdd2f06eef8d983913,5.0,5.0,5.0
6b7879a37ac2dbe5289a16706e859870,5.0,3.0,4.0
6b82874c6b51b92913dcdb364eaaae0f,4.0,4.0,4.0
6bda3bc4a9032dc7f18b635e051d0c72,4.0,4.0,4.0
6d0af4d8b482cc38d72acafc37bdd8f1,5.0,5.0,5.0
6f3ec6fc14615aaed51a2e900868a3cf,5.0,1.0,4.2
6f6f3b1a96452e2fbad0cd4f7082765b,5.0,5.0,5.0
6fd3ed85c5487d221849813b3552aae5,5.0,5.0,5.0
6fd83eb3e0799b775e4f946bd66657c0,1.0,1.0,1.0
6fe7ef5f743e7b92a2c74264f40d0437,5.0,5.0,5.0
704a6d9f35e39b53c509c886045329ef,5.0,5.0,5.0
71225f49be70df4297892f6a5fa62171,5.0,5.0,5.0
7167af17015615b513d5b429758969a2,5.0,5.0,5.0
7230bdf5aac37f7e218452287461b3cc,5.0,5.0,5.0
7285e977b36a2243203636b240772c5e,5.0,5.0,5.0
72f399a2336a151acdb3a0a3b391f75a,1.0,1.0,1.0
73c5d3186138770b5ae53055adf10ad9,5.0,4.0,4.6
73df0070248804951b5c6ba9537c6fc3,1.0,1.0,1.0
74ba0cd1f694e0751c7240443e5a038b,5.0,5.0,5.0
751d70675dda2bae203db325227b8a3c,4.0,4.0,4.0
75f54c6aa3a4ccb9ab44fae693c21418,5.0,5.0,5.0
76d1a1a9d21ab677a61c3ae34b1b352f,5.0,1.0,3.65625
7745fa765a4fbc559058c4ad0e5485aa,1.0,1.0,1.0
7775d718fa8dfebe8015e6e5ee3dc5be,4.0,1.0,2.5
788c40790a78e5fb65513510fc00919c,5.0,5.0,5.0
788dbbaefb68cbb1f4cc56ba5151b085,3.0,3.0,3.0
7899001d8d8933d11d0f18ec5943f79e,5.0,5.0,5.0
78e4af9e5ea7b8768765492fdfaae545,5.0,5.0,5.0
791052a0d5071f87efbc002b579ccb9e,5.0,1.0,3.75
794de06c32a626a5692ff50e4985d36f,1.0,1.0,1.0
79a299827b3f285bf8aa370c12fa159a,5.0,5.0,5.0
7a81b0d1231e9ed0c2ff4237f49e5dc0,2.0,2.0,2.0
7af3e2da474486a3519b0cba9dea8ad9,5.0,5.0,5.0
7afdd65f79f63819ff5bee328843fa37,4.0,3.0,3.3333333333333335
7cb52b1fc31186f200f2ad70fef8d3e4,5.0,4.0,4.666666666666667
7ce49c8945602088c4c4ca3e0ceb8244,5.0,5.0,5.0
7dc0fd89c290eb0b3e5253d19be59f6f,4.0,1.0,2.5
7e005c651eec410691559257f9ef8f64,5.0,5.0,5.0
7e28b562fde0b95bd515cde17eb9bbb6,,,
7ee185224a0391c3ef0865347c1898e5,5.0,5.0,5.0
7f776a76a6dce545729c997e60240ffa,5.0,5.0,5.0
80872f7f128200f12c5af9494b1d37a0,5.0,5.0,5.0
817a68e75e8fc94fa28915d8169d67bf,4.0,4.0,4.0
81abb619b6717f1ff31f79e5d73a215b,5.0,5.0,5.0
8229dca25207625966da8cffda27446c,1.0,1.0,1.0
82758517d6c9cc65c509781f1e14e9f2,1.0,1.0,1.0
82f142f09dd26762af87b2a889f6ed58,5.0,5.0,5.0
8307d6d6781b40a6b3b4c222da56f274,5.0,3.0,4.0
837f3d09b625825bd84bfccb1f51d8be,5.0,3.0,4.333333333333333
83a837a76c0753d44c7c12bcb1b96158,5.0,4.0,4.5
83f86eca5473b6d1c7d566223592908d,5.0,5.0,5.0
83fb98f2457985e6333f2e307adc5864,1.0,1.0,1.0
840c7da1a74c54e903c0c6b86d44deed,4.0,4.0,4.0
